Title,Jahr,Author,Untertitel,Dokumententyp,"Übergeordneter Titel",Zeitschrift,Reihentitel,Herausgeber,Ort,Verlag,Auflage,ISBN,DOI,Band,Nummer,Seiten,"Internetdokument URL",Institution/Veranstalter,"Vortragsreihe / Veranstaltung",Datum,Vortragende/r,Vortragstyp,Panel
"Switchable Signaling Molecules for Media Modulation: Fundamentals, Applications, and Research Directions",2023,"Brand, Lukas; Scherer, Maike; Lotter, Sebastian; Dieck, Teena Tom; Schäfer, Maximilian; Burkovski, Andreas; Sticht, Heinrich; Castiglione, Kathrin; Schober, Robert",,Zeitschriftenaufsatz,,"IEEE Communications Magazine",,,,,,,10.1109/MCOM.021.2300096,,,,,,,,,,
"Toward Interdisciplinary Synergies in Molecular Communications: Perspectives from Synthetic Biology, Nanotechnology, Communications Engineering and Philosophy of Science",2023,"Egan, Malcolm; Kuscu, Murat; Barros, Michael Taynnan; Booth, Michael; Llopis-Lorente, Antoni; Magarini, Maurizio; Martins, Daniel P.; Schäfer, Maximilian; Stano, Pasquale",,Zeitschriftenaufsatz,,"Life (Basel, Switzerland)",,,,,,,10.3390/life13010208,13,1,,,,,,,,
Introduction,2023,"Fábián, Annamária",,"Beitrag in ..."," The Representation of REFUGEES and MIGRANTS in European National Media Discourses from 2015 to 2017",,,"Fábián, Annamária",,,,,10.1007/978-3-662-66775-0_1,,,1-22,https://link.springer.com/chapter/10.1007/978-3-662-66775-0_1,,,,,,
"Modalverben in der politischen Argumentation",2023,"Fábián, Annamária",,"Buch (Monographie)",,,,,,"De Gruyter",,9783111245263,10.1515/9783111245263,,,,,,,,,,
"The Representation of REFUGEES and MIGRANTS in European National Media Discourses from 2015 to 2017",2023,,,"Buch (Sammelwerk)","The Representation of REFUGEES and MIGRANTS in European National Media Discourses from 2015 to 2017",,"Linguistik in Empirie und Theorie/Empirical and Theoretical Linguistics","Fábián, Annamária","Berlin, Heidelberg","Springer Berlin Heidelberg",,978-3-662-66774-3,10.1007/978-3-662-66775-0,,,,,,,,,,
"Taxation and Innovation: How R&D Tax Credit Schemes Foster Innovation in the Private Sector",2023,"Falck, Oliver; Kerkhof, Anna; Pfaffl, Christian",,Zeitschriftenaufsatz,,"EconPol Forum",,,,,,,,24,4,61–66,,,,,,,
"Attitudes to Migration and the Market for News",2023,"Farukh, Razi; Heinz, Matthias; Kerkhof, Anna; Schumacher, Heiner",,Zeitschriftenaufsatz,,"CESifo Working Paper",,,,,,,,,,,,,,,,,
"What Makes a Good Counter-Stereotype? Evaluating Strategies for Automated Responses to Stereotypical Text",2023,"Fraser, Kathleen; Kiritchenko, Svetlana; Nejadgholi, Isar; Kerkhof, Anna",,Konferenzpapier,"Proceedings of the Social Influence in Conversations SICon 2023",,,,"Toronto, Canada",,,,10.18653/v1/2023.sicon-1.4,1,,25-38,,,,,,"Wissenschaftlicher Vortrag",
"Stochastic Chemical Reaction Networks for MAP Detection in Cellular Receivers",2023,"Heinlein, Bastian; Brand, Lukas; Egan, Malcolm; Schäfer, Maximilian; Schober, Robert; Lotter, Sebastian",,Konferenzpapier,"Proceedings of the 10th ACM International Conference on Nanoscale Computing and Communication",,,,,,,,10.1145/3576781.3608709,,,65–71,,,,,,,
"Gender Stereotypes in User-Generated Content",2023,"Kerkhof, Anna; Reich, Valentin",,Zeitschriftenaufsatz,,"CESifo Working Paper",,,,,,,,,,,,,,,,,
"Smart forecasting of artifacts in contrast enhanced breast MRI before contrast agent administration",2023,"Liebert, Andrzej; Das, Badhan Kumar; Kaspner, Lorenz A.; Eberle, Jessica; Skwierawska, Dominika; Folle, Lukas; Schreiter, Hannes; Laun, Frederik B.; Ohlmeyer, Sabine; Uder, Michael; Wenkel, Evelyn; Bickelhaupt, Sebastian",,Zeitschriftenaufsatz,,"European Radiology",,,,,,,,,,,,,,,,,
"Experimental Research in Synthetic Molecular Communications -- Part I: Overview and Short-Range Systems",2023,"Lotter, Sebastian; Brand, Lukas; Jamali, Vahid; Schäfer, Maximilian; Loos, Helene; Unterweger, Harald; Greiner, Sandra; Kirchner, Jens; Alexiou, Christoph; Drummer, Dietmar; Fischer, Georg; Buettner, Andrea; Schober, Robert",,Zeitschriftenaufsatz,,"IEEE Nanotechnology Magazine",,,,,,,10.1109/MNANO.2023.3262100,,,,,,,,,,
"Experimental Research in Synthetic Molecular Communications -- Part II: Long-Range Communication",2023,"Lotter, Sebastian; Brand, Lukas; Jamali, Vahid; Schäfer, Maximilian; Loos, Helene; Unterweger, Harald; Greiner, Sandra; Kirchner, Jens; Alexiou, Christoph; Drummer, Dietmar; Fischer, Georg; Buettner, Andrea; Schober, Robert",,Zeitschriftenaufsatz,,"IEEE Nanotechnology Magazine",,,,,,,10.1109/MNANO.2023.3262377,,,,,,,,,,
"Molecular Noise in Synaptic Communication",2023,"Lotter, Sebastian; Schafer, Maximilian; Schober, Robert",,Zeitschriftenaufsatz,,"IEEE transactions on nanobioscience",,,,,,,10.1109/TNB.2022.3183692,22,2,268–283,,,,,,,
"Multidimensional Signals and Systems – Theory and Foundations",2023,"Rabenstein, Rudolf; Schäfer, Maximilian",,"Buch (Monographie)",,,,,,"Springer Cham",,978-3-031-26513-6,10.1007/978-3-031-26514-3,,,,,,,,,,
"Distribution of Modal Damping in Absorptive Shoebox Rooms",2023,"Schäfer, Maximilian; Prawda, Karolina; Rabenstein, Rudolf; Schlecht, Sebastian J.",,Konferenzpapier,"Proceedings of the IEEE Workshop on Applications of Signal Processing to Audio and Acoustics",,,,,,,,10.1109/WASPAA58266.2023.10248145,,,1–5,,,,,,,
"Unraveling Information-Limiting Environments: An Empirical Review of Individual, Social, and Technological Filters in Social Media",2023,"Schmalenbach, Kian; Gengler, Eva; Schötteler, Sebastian; Laumer, Sven",,Konferenzpapier,"Proceedings of the 18th International Conference on Wirtschaftsinformatik",,,,"Paderborn, Germany",,,,,,,,,,,,,,
"Understanding Information-Limiting Environments in Personalized News Platforms—A Systems Perspective",2023,"Schmalenbach, Kian; Brechtelsbauer, Bastian; Schötteler, Sebastian; Laumer, Sven",,Konferenzpapier,"Proceedings of the International Conference on Information Systems (ICIS) 2023",,,,"Hyderabad, India",,,,,,,,,,,,,,
"Approximately Bayes-Optimal Pseudo-Label Selection",2023,"Rodemann, Julian; Goschenhofer, Jann; Dorigatti, Emilio; Nagler, Thomas; Augustin, Thomas",,Konferenzpapier,"Proceedings of Conference on Uncertainty in Artificial Intelligence",,,"Evans, Robin J.; Shpitser, Ilya","Pittsburgh, Pennslyvania, US",,,,,,216,,,,,,,,
"Politische Internet Memes als Mittel zur Klimawandelbekämpfung und Klimawandelkritik",2023,"Lübke, Simon; Ozornina Nadezhda; Haim, Mario; Haßler, Jörg","Eine Analyse von humorvollen Social-Media-Beiträgen während der COP28",Internetdokument,,,,,,,,,,,,,https://klimamemes.ifkw.lmu.de/index.php/cop28/#report3,,,,,"Wissenschaftlicher Vortrag",
"Between anger and love",2023,"Tønnesen, Hedvig; Bene, Marton; Haßler, Jörg; Larsson, Anders Olof; Magin, Melanie; Skogerbø, Eli; Wurst, Anna-Katharina","A multi-level study on the impact of policy issues on user reactions in national election  campaigns on Facebook in Germany, Hungary, and Norway",Zeitschriftenaufsatz,,"New Media & Society",,,,,,,https://doi.org/10.1177/14614448231208122,,,1–23,,,,,,"Wissenschaftlicher Vortrag",
"Patterns of negative campaigning during the 2019 European election",2023,"Baranowski, Paweł; Kruschinski, Simon; Russmann, Uta; Haßler, Jörg; Magin, Melanie; Márton, Bene; Ceron, Andrea; Jackson, Daniel; Lilleker, Darren","Political parties’  Facebook posts and users’ sharing behaviour across twelve countries",Zeitschriftenaufsatz,,"Journal of Information Technology &  Politics",,,,,,,https://doi.org/10.1080/19331681.2022.2115598,20,4,375–392,,,,,,"Wissenschaftlicher Vortrag",
"Populism in context",2023,"Bene, Márton; Magin, Melanie; Haßler, Jörg; Russmann, Uta; Lilleker, Darren; Kruschinski, Simon; Jackson, Daniel; Fenoll, Vicente; Farkas, Xénia; Baranowski, Paweł; Balaban, Delia","A cross-country investigation of the Facebook usage of populist appeals during the 2019 European Parliament Elections",Zeitschriftenaufsatz,,"The International Journal of Press/Politics (The International Journal of Press/Politics)",,,,,,,https://doi.org/10.1177/19401612231196158,,,1–22,,,,,,"Wissenschaftlicher Vortrag",
"Mobilization in the context of campaign functions and citizen participation",2023,"Wurst, Anna-Katharina; Pohl, Katharina; Haßler, Jörg",,Zeitschriftenaufsatz,,"Media and Communication",,,,,,,https://doi.org/10.17645/mac.v11i3.6660,11,3,129–140,,,,,,"Wissenschaftlicher Vortrag",
"Emojis in parties online communication during the 2019  European election campaign",2023,"Wurst, Anna-Katharina; Pohl, Katharina; Hassler, Jörg; Jackson, Daniel","Toward a typology of political emoji use",Zeitschriftenaufsatz,,"International Journal of Communication",,,,,,,https://ijoc.org/index.php/ijoc/article/view/20268/4259,17,,4686–4706,,,,,,"Wissenschaftlicher Vortrag",
"Instagram and political campaigning in the 2017 German federal election",2023,"Haßler, Jörg; Kümpel, Anna Sophie; Keller, Jessica","A quantitative content analysis of German top politicians’ and parliamentary parties’ posts",Zeitschriftenaufsatz,,"Information, Communication & Society",,,,,,,https://doi.org/10.1080/1369118X.2021.1954974,26,3,530–550,,,,,,"Wissenschaftlicher Vortrag",
"Visuelle Personalisierung des Negative Campaigning",2023,"Schlosser, Katharina; Haßler, Jörg; Wurst, Anna-Katharina","Eine Konzeptualisierung anlässlich des Wahlkampfes auf Instagram","Beitrag in ...","Die (Massen-) Medien im Wahlkampf: Die Bundestagswahl 2021",,,"C. Holtz-Bacha",,"Springer VS",,,https://doi.org/10.1007/978-3-658-38967-3_6,,,155–177,,,,,,"Wissenschaftlicher Vortrag",
"Social Media’s Role in Political and Societal Mobilization (Special Issue)",2023,"Haßler, Jörg; Magin, Melanie; Russmann, Uta",,Zeitschriftenaufsatz,,"Media and Communication",,,,,,,https://doi.org/10.17645/mac.i358,11,3,,https://www.cogitatiopress.com/mediaandcommunication/issue/view/358,,,,,"Wissenschaftlicher Vortrag",
"Digital Corpus Linguistic Analysis of the Language of Inclusion, Discrimination and Exclusion of people with disability in social media – in a German corpus of 214.926 Tweets on #disability and #inclusion between 2007-2023.",2023,"Fabian, Annamaria; Trost, Igor",,Konferenzpapier,,,,"Cotgrove, Louis; Herzberg, Laura; Lüngen, Harald; Pisetta, Ines",,,,,https://doi.org/10.14618/1z5k-pb25,"Proceedings of the 10th International Conference on CMC and Social Media Corpora for the Humanities",,65a-72b,,,,,,"Wissenschaftlicher Vortrag",
"Identifying Different Layers of Online Misogyny",2023,"Strathern, Wienke; Pfeffer, Jürgen",,Konferenzpapier,,"Workshop Proceedings of the 17th International AAAI Conference on Web and Social Media",,,,,,,10.36190/2023.54,,,1-10,,,,,,"Wissenschaftlicher Vortrag",
"Becoming Archived: Feminist Resistance to Online Misogyny in India",2023,"Lahiri Gerold, Oeendrila; Udupa, Sahana",,Internetdokument,,"Social Text Online",,,,,,,,,,,https://socialtextjournal.org/becoming-archived-feminist-resistance-to-online-misogyny-in-india/,,,,,"Wissenschaftlicher Vortrag",
"„Hate Speech“ – ein interdisziplinärer Begriff?",2023,"Doseva, Steliyana; Schillmöller, Jan; Schmid-Petri, Hannah; Heckmann, Dirk","Eine kommunikations- und rechtswissenschaftliche Betrachtung des Hate Speech-Begriffs",Zeitschriftenaufsatz,,"UFITA Archiv für Medienrecht und Medienwissenschaft",,,,,,,10.5771/2568-9185-2023-2,87,2,356–371,,,,,,"Wissenschaftlicher Vortrag",
"Values and representations in land registers and their legal, technical, social effects on land rights as an administrative artefact",2023,"Sommer, Felicitas; de Vries, Walter",,Zeitschriftenaufsatz,,"Land Use Policy",,,,,,,https://doi.org/10.1016/j.landusepol.2023.106946,,,,,,,,,"Wissenschaftlicher Vortrag",
"Complementarities in behavioral interventions: Evidence from a field experiment on resource conservation",2023,"Fang, Ximeng; Goette, Lorenz; Rockenbach, Bettina; Sutter, Matthias; Tiefenbeck, Verena; Schoeb, Samuel; Staake, Thorsten",,Zeitschriftenaufsatz,,"Journal of Public Economics",,,,Elsevier,,,10.1016/j.jpubeco.2023.105028,228,105028,,,,,,,,
"Employee Responses to Technological Change",2023,"Gonzalez, Katerina; Kanitz, Rouven",,"Beitrag in ...",,"The Psychology of Organizational Change","New Insights on the Antecedents and Consequences of Individuals' Responses to Change","Shaul Oreg; Alexandra Michel; Rune Todnem By",Cambridge,"Cambridge University Press",2,,https://doi.org/10.1017/9781009086721,,,120-147,,,,,,"Wissenschaftlicher Vortrag",
"Künstliche Intelligenz und digitale Transformationsprozesse in der Lehre Sozialer Arbeit",2023,"Botzum, Edeltraud; Neumaier, Stefanie",,Zeitungsartikel,,jugendhilfe,"Künstliche Intelligenz in der Kinder- und Jugendhilfe",,Köln,Luchterhand,,,,61,5,388-394,https://shop.wolterskluwer-online.de/rechtsgebiete/sozialrecht/kinder-jugendhilfe/07490305-jugendhilfe-heft-5-2023.html,,,,,"Wissenschaftlicher Vortrag",
Datenspenden,2023,"Schmidbauer, Elisabeth; Hartl, Philipp; Manzke, Leonie",,Internetdokument,,,,,,,,,,,,,https://dd4c.de/wp-content/uploads/2023/12/Datenspenden_DE.pdf,,,,,,
"Language and Mental Health",2023,"Teodorescu, Daniela; Cheng, Tiffany; Fyshe, Alona; Mohammad, Saif M.","Measures of Emotion Dynamics from Text as Linguistic Biosocial Markers",Konferenzpapier,,,,,,,,,https://doi.org/10.18653/v1/2023.emnlp-main.188,,,,,,,,,"Wissenschaftlicher Vortrag",
"Learning de-biased regression trees and forests from complex samples",2024,"Nalenz, Malte; Rodemann, Julian; Augustin, Thomas",,"Beitrag in ...",,"Machine Learning","Special Issue of the ACML 2023",,,Springer,,"0885-6125 (Print) 1573-0565 (Online)",,,,1-20,,,,,,"Wissenschaftlicher Vortrag",
"Follow the Memeing",2024,"Henn, Theresa","Analyzing the Cultural Boundaries of Mainstream and Alt-Right Online Communities Based on Memes",Konferenzpapier,"Proceedings of the ECIS 2024 (eingereicht)",,,ECIS,,,,,,,,,,,,,,,
"Die Wahlmobilisierung der AfD in Sachsen und Bayern",2024,"Polenz, Julian","Milieus, Diskurse und Koalitionen mit der Neuen Rechten im regionalen Vergleich","Beitrag in ...","Brennpunkte der ""Neuen"" Rechten",,,"Garsztecki, Stefan; Laux, Thomas; Nebelin, Marian",Bielefeld,transcript,,,,,,,,,,,,,
"Erfolgreiche Absorption oder Übersetzungsdefizit?",2024,"Tell, Sarah","Zum Zusammenspiel rechter Protestakteure und der AfD im Rahmen der Corona-Politik in Sachsen","Beitrag in ...","Brennpunkte der ""Neuen"" Rechten",,,"Garsztecki, Stefan; Laux, Thomas; Nebelin, Marian",Bielefeld,transcript,,,,,,,,,,,,,
"From Chat to Publication Management",2024,"Völker, Tom; Pfister, Jan; Koopmann, Tobias; Hotho, Andreas","Organizing your related work using BibSonomy & LLMs",Konferenzpapier,"Proceedings of the 2024 Conference on Human Information Interaction and Retrieval",,,ACM,Sheffield,,,,10.1145/3627508.3638298,,,,,,,,,"Wissenschaftlicher Vortrag",
"Risks and Benefits of Technologies for Organizational Change Enablement",2024,"Brechtelsbauer, Bastian; Laumer, Sven","A Role Theory Perspective",Konferenzpapier,"Proceedings of the 57th Hawaii International Conference on Systems Sciences",,,University of Hawaii at Manoa,"Hawaii, USA",,,,,,,,https://hdl.handle.net/10125/107136,,,,,"Wissenschaftlicher Vortrag",
"Boosting Multi-Professional Collaboration in Palliative Care Through Digital Technologies",2024,"Wöhl, Moritz; Gimpel, Henner","A Work System Analysis",Konferenzpapier,"Proceedings of the 57. Hawaii International Conference on System Sciences",,,,"Waikiki, HI, USA",,,,https://hdl.handle.net/10125/107396,,,,,,,,,,
"Deal of the Day: Sex, Porn and Political Hate on a Telegram Channel",2024,"Udupa, Sahana; Gerold, Oeendrila",,"Beitrag in ...","Proceedings of Social Processes of Hate",,,"Walther, Joseph; Rice, Ronald","New York",Routledge,,,,,,120-143,https://library.oapen.org/bitstream/handle/20.500.12657/92521/1/9781040121573.pdf,,,,,"Wissenschaftlicher Vortrag",
"Vox Populi, Vox ChatGPT",2024,"Zuber, Niina; Gogoll, Jan","Large Language Models, Education and Democracy",Zeitschriftenaufsatz,,Philosophies,,MDPI,,,,,10.3390/philosophies9010013,,,,,,,,,"Wissenschaftlicher Vortrag",
"“Digital transformation is 20 percent about technological issues and 80 percent about social issues”",2024,"Graf, Angela","Negotiating social sustainability in the course of organizations' digital transformation","Beitrag in ...","Social Sustainability and Good Work in Organizations",,,"Jebsen, Simon; Lueg, Klarissa",,,,9781032307381,,,,120-138,,,,,,"Wissenschaftlicher Vortrag",
"Consumers’ Multistage Data Control in Technology-Mediated Environments",2024,"Zimmermann, Johanna; Martin, Kelly D.; Schumann, Jan H.; Widjaja, Thomas",,Zeitschriftenaufsatz,,"International Journal of Research in Marketing",,,,,,,https://doi.org/10.1016/j.ijresmar.2023.09.004,,,,,,,,,,
"Old but gold? Examining the effect of age bias in reward-based crowdfunding",2024,"Seigner, Benedikt David Christian; McKenny, Aaron F.; Reetz,David K.",,Zeitschriftenaufsatz,,"Journal of Business Venturing",,,,,,,https://doi.org/10.1016/j.jbusvent.2024.106381,,,,,,,,,"Wissenschaftlicher Vortrag",
"Vom Mythos der Filterblase: Evidenzbasierte Regulierung im Zusammenspiel zwischen Kommunikations- und Rechtswissenschaft",2024,"Schillmöller, Jan; Doseva, Steliyana",,"Beitrag in ...",,,"Interaktionen: Internationalität, Intra- und Interdisziplinarität","Larissa Bahmer | Clarissa Barth | Hannah Franz | Shari Gaffron | Katharina Goldberg | Christina Jacobs | Josina Johannsen | Rebecca Kruse | Friederike Löbbert | Hans Flemming Maltzahn | Maike Middeler | Lasse Ramson | Louisa Schmalhorst | Charlotte Schneeberger | Ester Schukajlow | Vanessa Steinert | Lennart Westmark",Baden-Baden,Nomos,,,doi.org/10.5771/9783748942733,,,299-318,,,,,,"Wissenschaftlicher Vortrag",
"Verbreitung und Akzeptanz generativer KI an Schulen und Hochschulen",2024,"Schlude, Antonia; Mendel, Ulrike; Stürz, Roland A.; Fischer, Micha",,"Buch (Monographie)",,,"bidt Analysen und Studien",,,,,,10.35067/xypq-kn71,,,,https://www.bidt.digital/publikation/verbreitung-und-akzeptanz-generativer-ki-an-schulen-und-hochschulen/,,,,,"Wissenschaftlicher Vortrag",
"Modelling and Optimizing a Graph-based Settlement Delineation and Analysis Workflow",2024,"Gruber, Lorenz Gruber; Herbst, Nikolas; Kounev, Samuel; Esch, Thomas; Nguyen, Thanh",,Konferenzpapier,,"GI Softwaretechnik-Trends ISSN 0720-8928, Band 44:4",,,"14th Symposium on Software Performance 2023 (SSP 2023), Linz, Austria",,,"ISSN 0720-8928",,44,4,,,,,,,"Wissenschaftlicher Vortrag",
"Tackling online misogyny in political campaigns: promise and limitations of artificial intelligence",2024,"Udupa, Sahana; Koch, Luise",,Zeitschriftenaufsatz,,"Feminist Media Studies","Commentary & Criticism","Carter, Cynthia; Molina-Guzmán, Isabel",,"Taylor & Francis",,,https://doi.org/10.1080/14680777.2023.2291313,6,24,1428-1434,,,,,,"Wissenschaftlicher Vortrag",
"Divisive, negative, and populist?!",2024,"Kruschinski, Simon; Bene, Marton; Haßler, Jörg; Rußmann, Uta; Lilleker, Darren; Balaban, Delia Cristina; Baranowski, Pawel; Ceron, Andrea;  Fenoll, Vicente; Jackson, Daniel","An empirical analysis of European populist  and mainstream parties’ use of digital political advertisements",Zeitschriftenaufsatz,,"International Journal of Communication",,,,,,,https://ijoc.org/index.php/ijoc/article/view/21509,18,,5518-5539,,,,,,"Wissenschaftlicher Vortrag",
"Walking the line of the double bind",2024,"Magin, Melanie; Haßler, Jörg; Larsson, Anders Olof; Skogerbø, Eli","A cross-country  comparison on women and men politicians’ self-presentations on social media",Zeitschriftenaufsatz,,"Nordic Journal of Media Studies",,,,,,,https://doi.org/10.2478/njms-2024-0008,6,,,,,,,,"Wissenschaftlicher Vortrag",
"Political Issues in Social Media Campaigns for National Elections",2024,"Bene, Márton; Magin, Melanie; Haßler, Jörg","A Plea for Comparative Research",Zeitschriftenaufsatz,,"Politics and Governance",,,,,,,https://doi.org/10.17645/pag.8727,12,12,1–7,,,,,,"Wissenschaftlicher Vortrag",
"Die strategische Nutzung von Medienbezügen auf Facebook und Instagram",2024,"Gaul, Anna; Schmidbauer, Elisabeth; Pohl, Katharina; Wurst, Anna-Katharina; Haßler, Jörg",,"Beitrag in ...",,,,"Nuernbergk, C.; Schumacher, N. F.; Haßler, J.; Schützeneder, J.",,Nomos,,,https://doi.org/10.5771/9783748939702-179,,,179-198,,,,,,"Wissenschaftlicher Vortrag",
"Political Mobilisation",2024,"Haßler, Jörg; Bene, Marton; Russmann, Uta",,"Beitrag in ...",,,,"Lilleker, D.; Jackson, D.; Veneti, A.; Kalsnes, B.; Trevisan, F.; Ruiz, Mellado C.",,Routledge,,,https://doi.org/10.4324/9781003333326-33,,,377–391,,,,,,"Wissenschaftlicher Vortrag",
"Soziale Medien und die Kommunikation politischer und staatlicher Institutionen",2024,"Haßler, Jörg",,Internetdokument,,,"Online-Dossier ""Social Media""","Bundeszentrale für politische Bildung",,,,,,,,,https://www.bpb.de/themen/medien-journalismus/soziale-medien/545485/soziale-medien-und-die-kommunikation-politischer-und-staatlicher-institutionen/,,,,,"Wissenschaftlicher Vortrag",
"How political issues shape social media campaigns  for national elections",2024,"Bene, Marton; Haßler, Jörg; Magin, Melanie",,Zeitschriftenaufsatz,,"Politics and Governance",,,,,,,https://doi.org/10.17645/pag.i355,12,12,,,,,,,"Wissenschaftlicher Vortrag",
"Was macht interdisziplinäre Teams erfolgreich?",2024,"Suckow, Silvio; Schmitt, Josephine B.; Saba, Sara; Beese, Kim; Staudte, Maria; Wenninger, Andreas","Entwicklung eines Fragebogens zur Evaluation interdisziplinärer Zusammenarbeit in der Digitalisierungsforschung","Graue Literatur / Bericht / Report",,"Weizenbaum Discussion Paper",,"Weizenbaum-Institut e. V.",,,,,,,#40,,https://doi.org/10.34669/WI.DP/40,,,,,"Wissenschaftlicher Vortrag",
"Generation Z und das Schönheitsideal auf Social Media – eine rechtliche Betrachtungsweise",2024,"Carathanassis, Fay",,"Beitrag in ...",,,"Wie die Generation Z das Gesundheitswesen verändert","Bergen, Inga; Gramm, Frederike; Grütters, Jonah; Kolbe, Hannes",Berlin,"Springer Nature Verlag","1. Auflage",978-3-662-69212-7,,,,53-65,,,,,,"Wissenschaftlicher Vortrag",
"The analysis of ‘inclusion’ and ‘accessibility’ in Computer-Mediated-Communication for an inclusive transformation in digital societies.",2024,"Fabian, Annamaria; Trost, Igor; Altmann, Kevin; Schwind, Mara",,Konferenzpapier,,,,"Poudat, Céline; Guernot, Mathilde",,,,,10.5281/zenodo.13897358,"Proceedings of the 11th Conference on CMC and Social Media Corpora for the Humanities",,20a-25b,,,,,,"Wissenschaftlicher Vortrag",
"Sigmoid-Based Method for Longitudinal Crash Pulse Prediction in Intelligent Vehicles",2024,"Sequeira, Gerald Joy; Inderst, Maximilian; Xhiku, Redjon; Lugner, Robert; Brandmeier, Thomas",,Konferenzpapier,,"2024 IEEE International Conference on Vehicular Electronics and Safety (ICVES)",,,"Ahmedabad, Indien",,,,https://ieeexplore.ieee.org/document/10927899,,,,,,,,,"Wissenschaftlicher Vortrag",
"The Role of Likes: How Online Feedback Impacts Users' Mental Health",2024,"Voggenreiter, Angelina; Brandt, Sophie; Putterer, Fabian; Frings, Andreas; Pfeffer, Jürgen",,Konferenzpapier,,"Proceedings of the 16th ACM Web Science Conference",,ACM,,,,,,,,302-310,https://doi.org/10.1145/3614419.364399,,,,,"Wissenschaftlicher Vortrag",
"Online anti-immigrant discourse in Germany: ethnographically backed analysis of user comments",2024,"Nann, Leah; Udupa, Sahana; Wisiorek, Axel ",,Zeitschriftenaufsatz,,"Frontiers in Communication",9:1355025,,,,,,10.3389/fcomm.2024.1355025,,,,,,,,,"Wissenschaftlicher Vortrag",
"Deal of the Day: Sex, Porn, and Political Hate",2024,"Udupa, Sahana; Lahiri Gerold, Oeendrila ",,"Beitrag in ...",,,,"Joseph Walther, Ronald Rice","New York, USA",Routledge,,,10.4324/9781003472148,,,,,,,,,"Wissenschaftlicher Vortrag",
"Tackling online misogyny in political campaigns: promise and limitations of artificial intelligence",2024,"Udupa, Sahana; Koch, Luise",,Zeitschriftenaufsatz,,"Feminist Media Studies",,,,,,,,24,6,1428-1434,https://doi.org/10.1080/14680777.2023.2291313,,,,,"Wissenschaftlicher Vortrag",
"Empower the user - The impact of functional understanding training on usage, social perception, and self-determined interactions with intelligent voice assistants",2024,"Markus, André; Pfister, Jan; Carolus, Astrid; Hotho, Andreas; Wienrich, Carolin",,Zeitschriftenaufsatz,,"Computers and Education: Artificial Intelligence",,,,,,,https://doi.org/10.1016/j.caeai.2024.100229,6,,,,,,,,,
"Effects of AI understanding-training on AI literacy, usage, self-determined interactions, and anthropomorphization with voice assistants",2024,"Markus, André; Pfister, Jan; Carolus, Astrid; Hotho, Andreas; Wienrich, Carolin",,Zeitschriftenaufsatz,,"Computers and Education Open",,,,,,,https://doi.org/10.1016/j.caeo.2024.100176,6,,,,,,,,,
"Virtuelle Lehr- und Lernräume",2024,"Botzum, Edeltraud; Neumaier, Stefanie; Tappe, Eik-Henning; Assebbane Younes; Tünte, Lea","Praxistheoretische Ansätze und Anwendungsbeispiele aus den Studiengängen Soziale Arbeit an der TH Rosenheim und FH Münster",Zeitschriftenaufsatz,,"DiNa Didaktik-Nachrichten","Räume in der Lehre","BayZiel – Bayerisches Zentrum für Innovative Lehre",,,,,,,,,,,,,,,
"Mediennutzung von pädagogischen Fachkräften",2024,"Botzum, Edeltraud; Dörr, Madeleine; Neumaier, Stefanie",,"Beitrag in ...",,,"Das große Handbuch Digitalisierung in der Kita","Schindler, Lara",,"Carl Link Verlag",,,,,,,,,,,,,
"Impact of Non-Contrast Enhanced Imaging Input Sequences on the Generation of Virtual Contrast-Enhanced Breast MRI Scans using Neural Networks",2024,"Liebert, Andrzej; Schreiter, Hannes; Kapsner, Lorenz A.; Eberle, Jessica; Ehring, Chris; Hadler, Dominique; Brock, Luise; Erber, Ramona; Emons, Julius; Laun, Frederik B.; Uder, Michael; Wenkel, Evelyn; Ohlmeyer, Sabine; Bickelhaupt, Sebastian",,Zeitungsartikel,,"European Radiology",,Springer,,,,,,,,,https://link.springer.com/article/10.1007/s00330-024-11142-3,,,,,"Wissenschaftlicher Vortrag",
"Lesion-conditioning of synthetic MRI-derived subtraction-MIPs of the breast using a latent diffusion model",2024,"Kapsner, Lorenz A.; Folle, Lukas; Hadler, Dominique; Eberle, Jessica; Balbach, Eva L.; Liebert, Andrzej; Ganslandt, Thomas; Wenkel, Evelyn; Ohlmeyer, Sabine; Uder, Michael; Bickelhaupt, Sebastian ",,Zeitungsartikel,,"Scientific Reports",,,,,,,,,,,https://www.nature.com/articles/s41598-024-56853-1,,,,,"Wissenschaftlicher Vortrag",
"Smart forecasting of artifacts in contrast-enhanced breast MRI before contrast agent administration",2024,"Liebert, Andrzej; Das, Badhan K.; Kapsner, Lorenz A.; Eberle, Jessica; Skwierawska, Dominika; Folle, Lukas; Schreiter, Hannes; Laun, Frederik B.; Ohlmeyer, Sabine; Uder, Michael; Wenkel, Evelyn; Bickelhaupt, Sebastian",,Zeitungsartikel,,"European Radiology",,,,Springer,,,,34,7,4752-4763,https://link.springer.com/article/10.1007/s00330-023-10469-7,,,,,"Wissenschaftlicher Vortrag",
